"","X","site_id","county","date","year","site_name","transect_num","meadow_width_m","emergent_width_m","submergent_width_m","point_num","gps_lon","gps_lat","water_depth_cm","bottom_vis","substrate_type","org_depth_cm","unvegetated_pcnt","total_cover_pcnt","standing_dead_pcnt","detritus_pcnt","variable","Hydrocharis.morsus.ranae","Phragmites.australis","Phragmites.australis..native.","Typha.angustifolia","Typha.glauca","Typha.glauca..hybrid.","Typha.latifolia","Typha.sp.","typha_combined","hyd_bin","typh_bin","UTM","UTM_X","UTM_Y"
"376",466,567,"Presque Isle","7/26/2018",2018,"Albany Bay Wetland",2,30,63,0,2,-83.464629,45.321546,0,"Dry","Pbl/Cbl",7,30,70,5,100,"percent_cover",0,0,0,2,0,0,0,0,0,0,0,"17N",777076.624198744,5024753.37800314
"377",467,567,"Presque Isle","7/26/2018",2018,"Albany Bay Wetland",2,30,63,0,4,-83.464526,45.321603,0,"Dry","Pbl/Cbl",22,30,70,2,100,"percent_cover",0,0,0,1,0,0,0,0,0,0,0,"17N",777084.418287061,5024760.06484357
"378",468,567,"Presque Isle","7/26/2018",2018,"Albany Bay Wetland",2,30,63,0,5,-83.46446,45.321604,0,"Dry","Pbl/Cbl",25,40,60,9,100,"percent_cover",0,0,0,2,0,0,0,0,0,0,0,"17N",777089.585929879,5024760.40318032
"379",469,573,"Presque Isle","7/16/2013",2013,"West Thompsons Harbor Wetland",2,127,20,25,2,-83.585721,45.349144,0,"Dry","Sand",15,0,50,15,100,"percent_cover",0,0,6,0,0,0,0,0,0,0,0,"17N",767456.341513413,5027409.52722455
"380",470,573,"Presque Isle","7/16/2013",2013,"West Thompsons Harbor Wetland",3,95,200,25,8,-83.583796,45.349466,0,"Dry","Sand",25,4,75,20,75,"percent_cover",0,0,0,10,0,18,2,0,18,0,1,"17N",767605.61450635,5027451.7007306
"381",471,573,"Presque Isle","7/25/2018",2018,"West Thompsons Harbor Wetland",2,146,33,0,4,-83.585542,45.349668,40,"V","Sand",30,25,75,20,100,"percent_cover",0,0,0,0,0,60,0,0,60,0,1,"17N",767467.892367356,5027468.33451758
"382",477,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",1,6,126,60,1,-84.471967,45.656331,0,"Dry","Cly/Slt",5,0,70,5,80,"percent_cover",0,0,0,0,0,1,0,0,1,0,1,"16N",696958.434582812,5058973.14321366
"383",478,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",1,6,126,60,2,-84.470279,45.656589,0,"Dry","Cly/Slt",7,0,65,7,75,"percent_cover",0,0,0,0,0,1,0,0,1,0,1,"16N",697089.038724658,5059005.96028536
"384",479,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",1,6,126,60,3,-84.470296,45.656541,0,"Dry","Cly/Slt",3,0,77,3,80,"percent_cover",0,0,0,0,0,1,0,0,1,0,1,"16N",697087.882777006,5059000.58574395
"385",480,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",1,6,126,60,4,-84.470355,45.656512,0,"Dry","Cly/Slt",5,0,30,2,70,"percent_cover",0,0,0,0,0,1,0,0,1,0,1,"16N",697083.387979621,5058997.21867464
"386",481,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",1,6,126,60,5,-84.470355,45.656475,0,"Dry","Cly/Slt",2,0,60,2,60,"percent_cover",0,0,0,0,0,0.5,0,0,0.5,0,1,"16N",697083.517856641,5058993.10805649
"387",482,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",1,6,126,60,6,-84.470357,45.656916,23,"V","Cly/Slt",2,10,15,1,75,"percent_cover",0,0,0,0,0,2,0,0,2,0,1,"16N",697081.814041932,5059042.09725921
"388",483,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",2,27,240,60,1,-84.472402,45.655718,3,"V","Cly/Slt",1,74.5,21.5,3,10,"percent_cover",0,0,0,0,0,5,0,0,5,0,1,"16N",696926.694305943,5058903.97027061
"389",484,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",2,27,240,60,2,-84.472379,45.655746,7,"V","Cly/Slt",1,74.5,25.5,6,40,"percent_cover",0,0,0,0,0,3,0,0,3,0,1,"16N",696928.388019183,5058907.13757863
"390",485,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",2,27,240,60,3,-84.472342,45.655787,5,"V","Cly/Slt",1,86.5,13.5,10,30,"percent_cover",0,0,0,0,0,3,0,0,3,0,1,"16N",696931.126866495,5058911.78359291
"391",486,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",2,27,240,60,4,-84.472311,45.655817,4,"V","Cly/Slt",1,86.5,13.5,8,35,"percent_cover",0,0,0,0,0,1,0,0,1,0,1,"16N",696933.436835146,5058915.19277504
"392",487,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",2,27,240,60,5,-84.472293,45.655838,5,"V","Cly/Slt",1,72,28,6,55,"percent_cover",0,0,0,0,0,3,0,0,3,0,1,"16N",696934.765547094,5058917.57010231
"396",491,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",3,20,200,80,4,-84.475312,45.656748,2,"V","Cly/Slt",3,75,25,8,55,"percent_cover",0,0,0,0,0,8,0,0,8,0,1,"16N",696696.369266271,5059011.24779664
"397",492,590,"Cheboygan","6/24/2011",2011,"BENCHMARK:Cheboygan Area Wetland #2",3,20,200,80,5,-84.475364,45.656782,6,"V","Cly/Slt",1,76,24,15,35,"percent_cover",0,0,0,0,0,15,0,0,15,0,1,"16N",696692.19893603,5059014.8973735
"398",493,590,"Cheboygan","7/20/2012",2012,"BENCHMARK:Cheboygan Area Wetland #2",2,35,67,76,1,-84.472365,45.65755,0,"Dry","Sand",3,0,60,2,65,"percent_cover",0,3,0,0,0,0,0,0,0,0,0,"16N",696923.151390529,5059107.59243342
"399",494,590,"Cheboygan","7/20/2012",2012,"BENCHMARK:Cheboygan Area Wetland #2",2,35,67,76,3,-84.472187,45.657585,0,"Dry","Sand",0,1,40,3,90,"percent_cover",0,1,0,0,0,0,0,0,0,0,0,"16N",696936.896058822,5059111.91868002
"400",495,590,"Cheboygan","7/20/2012",2012,"BENCHMARK:Cheboygan Area Wetland #2",2,35,67,76,5,-84.472085,45.657649,0,"Dry","Sand",0,0,40,20,70,"percent_cover",0,0.5,0,0,0,0,0,0,0,0,0,"16N",696944.618060676,5059119.2798412
"401",496,590,"Cheboygan","7/20/2012",2012,"BENCHMARK:Cheboygan Area Wetland #2",3,69,21,113,4,-84.475983,45.658628,0,"Dry","Sand",1,15,50,3,80,"percent_cover",0,0,0,3,0,0,0,0,0,0,0,"16N",696637.508356767,5059218.46345009
"402",497,590,"Cheboygan","7/20/2012",2012,"BENCHMARK:Cheboygan Area Wetland #2",3,69,21,113,7,-84.476062,45.658828,0,"Dry","Sand",0,0,75,3,99,"percent_cover",0,0,0,15,0,0,0,0,0,0,0,"16N",696630.65334616,5059240.48899056
"403",498,590,"Cheboygan","7/20/2012",2012,"BENCHMARK:Cheboygan Area Wetland #2",3,69,21,113,8,-84.476083,45.658866,0,"Dry","Sand",0,5,20,10,90,"percent_cover",0,0,0,12,0,0,0,0,0,0,0,"16N",696628.884247091,5059244.65913274
"404",499,590,"Cheboygan","7/20/2012",2012,"BENCHMARK:Cheboygan Area Wetland #2",3,69,21,113,9,-84.47609,45.658884,5,"V","Sand",0,85,3,5,7,"percent_cover",0,0,0,7,0,0,0,0,0,0,0,"16N",696628.275868593,5059246.64170202
"405",500,590,"Cheboygan","7/20/2012",2012,"BENCHMARK:Cheboygan Area Wetland #2",3,69,21,113,10,-84.476095,45.658933,7,"V","Sand",0,40,35,0,12,"percent_cover",0,0,0,10,0,0,0,0,0,0,0,"16N",696627.714727406,5059252.07321623
"406",501,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",1,10,125,25,1,-84.470454,45.656467,0,"Dry","Sand",5,5,45,15,85,"percent_cover",0,0,0,0,0,3,0,0,3,0,1,"16N",697075.833000816,5058991.975585
"407",502,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",1,10,125,25,2,-84.470419,45.656503,0,"Dry","Sand",11,0,25,5,100,"percent_cover",0,0,0,0.5,0,1,0,0,1,0,1,"16N",697078.433433234,5058996.06125701
"408",503,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",1,10,125,25,3,-84.470368,45.656526,0,"Dry","Sand",9,5,35,12,85,"percent_cover",0,0,0,1,0,0,0,0,0,0,0,"16N",697082.326028059,5058998.74204354
"409",504,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",1,10,125,25,4,-84.470344,45.656556,0,"Dry","Sand",15,4,35,5,100,"percent_cover",0,0,0,0.5,0,0.5,0,0,0.5,0,1,"16N",697084.090522843,5059002.1340545
"410",505,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",1,10,125,25,5,-84.470308,45.656588,0,"Dry","Sand",0,2,20,7,100,"percent_cover",0,0,0,0,0,3,0,0,3,0,1,"16N",697086.782894559,5059005.77780074
"411",506,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",1,10,125,25,6,-84.470392,45.65676,4,"V","Sand",2,12,45,10,20,"percent_cover",0,0,0,7,0,0,0,0,0,0,0,"16N",697079.634852561,5059024.67984971
"412",507,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",3,25,188,25,1,-84.475387,45.656673,0,"Dry","Sand",3,1,25,0,90,"percent_cover",0,0,0,0,0,4,0,0,4,0,1,"16N",696690.788901574,5059002.73120993
"413",508,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",3,25,188,25,2,-84.475414,45.656703,0,"Dry","Sand",18,10,30,10,85,"percent_cover",0,0,0,3,0,0,0,0,0,0,0,"16N",696688.580285579,5059005.9978147
"414",509,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",3,25,188,25,3,-84.475401,45.65676,0,"Dry","Sand",21,10,30,55,20,"percent_cover",0,0,0,4,0,0,0,0,0,0,0,"16N",696689.393409339,5059012.36232558
"415",510,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",3,25,188,25,4,-84.475395,45.656797,0,"Dry","Sand",16,15,15,40,30,"percent_cover",0,0,0,8,0,0,0,0,0,0,0,"16N",696689.731239119,5059016.4876841
"416",511,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",3,25,188,25,5,-84.47541,45.656833,0.5,"V","Sand",3,10,15,45,60,"percent_cover",0,0,0,8,0,0,0,0,0,0,0,"16N",696688.436504339,5059020.45035544
"417",512,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",3,25,188,25,9,-84.476031,45.658456,0,"Dry","Sand",28,1,25,6,95,"percent_cover",0,0,0,1,0,0,0,0,0,0,0,"16N",696634.371311999,5059199.23673304
"418",513,590,"Cheboygan","6/22/2013",2013,"BENCHMARK:Cheboygan Area Wetland #2",3,25,188,25,10,-84.47607,45.658791,0,"Dry","Cly/Slt",15,1,28,4,95,"percent_cover",0,0,0,2,0,0,0,0,0,0,0,"16N",696630.15969307,5059236.35872276
"419",514,590,"Cheboygan","6/18/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",1,10.5,135,25,4,-84.470349,45.656536,0.5,"V","Sand",4,55,45,1,95,"percent_cover",0,0,0,0,0.5,0,0,0,0.5,0,1,"16N",697083.771185196,5058999.89979091
"420",515,590,"Cheboygan","6/18/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",1,10.5,135,25,5,-84.470345,45.65653,0.5,"V","Sand",1,65,35,1,95,"percent_cover",0,0,0,0,1,0,0,0,1,0,1,"16N",697084.103879881,5058999.24305043
"421",516,590,"Cheboygan","6/18/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",1,10.5,135,25,6,-84.470394,45.656699,31,"V","Cly/Slt",3,57,43,3,85,"percent_cover",0,0,0,0,5,0,0,0,5,0,1,"16N",697079.693155596,5059017.89796139
"422",517,590,"Cheboygan","6/18/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",1,10.5,135,25,7,-84.470413,45.656912,36,"V","Cly/Slt",3,88.5,11.5,2,2,"percent_cover",0,0,0,4,0,0,0,0,0,0,0,"16N",697077.465243766,5059041.51502262
"423",518,590,"Cheboygan","6/18/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",2,0,372.5,25,6,-84.472737,45.655398,2,"V","Org.",100,94.5,5.5,20,98,"percent_cover",0,0,0,0,5,0,0,0,5,0,1,"16N",696901.716806581,5058867.59508308
"424",519,590,"Cheboygan","6/18/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",2,0,372.5,25,7,-84.472424,45.65601,18,"V","Sand",50,69.5,30.5,30,75,"percent_cover",0,0,0,2,0,0,0,0,0,0,0,"16N",696923.956171996,5058936.35671277
"425",520,590,"Cheboygan","6/18/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",2,0,372.5,25,8,-84.472102,45.656611,25,"V","Cly/Slt",45,43,57,45,99,"percent_cover",0,0,0,6,0,0,0,0,0,0,0,"16N",696946.93474208,5059003.91850599
"426",521,590,"Cheboygan","6/18/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",2,0,372.5,25,9,-84.471772,45.6572,30,"V","Sand",35,82,18,20,95,"percent_cover",0,0,0,3,0,0,0,0,0,0,0,"16N",696970.578111049,5059070.16691292
"427",522,590,"Cheboygan","7/1/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",3,15,220,80,2,-84.475775,45.656583,12,"V","Sand",70,73,27,8,98,"percent_cover",0,0,0,2,0,0,0,0,0,0,0,"16N",696660.875768341,5058991.77930022
"428",523,590,"Cheboygan","7/1/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",3,15,220,80,3,-84.475792,45.656628,16,"V","Sand",80,78,22,5,95,"percent_cover",0,0,0,0,3,0,0,0,3,0,1,"16N",696659.393708264,5058996.73694469
"429",524,590,"Cheboygan","7/1/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",3,15,220,80,4,-84.475774,45.656642,18,"V","Sand",80,85,15,15,95,"percent_cover",0,0,0,0,1,0,0,0,1,0,1,"16N",696660.747019239,5058998.33652669
"430",525,590,"Cheboygan","7/1/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",3,15,220,80,6,-84.475865,45.656777,35,"V","Sand",2,91,9,15,98,"percent_cover",0,0,0,3,1,0,0,0,1,0,1,"16N",696653.184527152,5059013.11121292
"431",526,590,"Cheboygan","7/1/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",3,15,220,80,7,-84.476094,45.657103,40,"V","Sand",3,80,20,20,95,"percent_cover",0,0,0,3,3,0,0,0,3,0,1,"16N",696634.201855994,5059048.76665651
"432",528,590,"Cheboygan","7/1/2014",2014,"BENCHMARK:Cheboygan Area Wetland #2",3,15,220,80,9,-84.476609,45.657858,42,"V","Sand",1,85,15,10,90,"percent_cover",0,0,0,0,1,0,0,0,1,0,1,"16N",696591.435773324,5059131.38081558
"433",530,590,"Cheboygan","7/6/2016",2016,"BENCHMARK:Cheboygan Area Wetland #2",1,25,139,25,6,-84.470312,45.656701,80,"V","Sand",45,88.5,11.5,0.5,50,"percent_cover",0,0,0,0,10,0,0,0,10,0,1,"16N",697086.074602182,5059018.32200463
"434",531,590,"Cheboygan","7/6/2016",2016,"BENCHMARK:Cheboygan Area Wetland #2",1,25,139,25,7,-84.470316,45.65687,90,"V","Sand",60,86,14,0.5,15,"percent_cover",0,0,0,0,8,0,0,0,8,0,1,"16N",697085.169735455,5059037.08768515
"435",532,590,"Cheboygan","7/6/2016",2016,"BENCHMARK:Cheboygan Area Wetland #2",2,0,341,25,6,-84.47234,45.655338,35,"V","Sand",65,75,25,0.5,60,"percent_cover",0,0,0,0,20,0,0,0,20,0,1,"16N",696932.857496968,5058861.90561031
"436",533,590,"Cheboygan","7/6/2016",2016,"BENCHMARK:Cheboygan Area Wetland #2",2,0,341,25,7,-84.472078,45.655803,35,"V","Sand",60,55,45,10,45,"percent_cover",0,0,0,0,40,0,0,0,40,0,1,"16N",696951.638825378,5058914.21053118
"437",534,590,"Cheboygan","7/6/2016",2016,"BENCHMARK:Cheboygan Area Wetland #2",2,0,341,25,8,-84.471877,45.65624,65,"V","Sand",35,60,40,8,45,"percent_cover",0,0,0,0,35,0,0,0,35,0,1,"16N",696965.765594902,5058963.25471759
"438",535,590,"Cheboygan","7/6/2016",2016,"BENCHMARK:Cheboygan Area Wetland #2",2,0,341,25,9,-84.471698,45.656721,78,"NV","Sand",42,90,10,0.5,40,"percent_cover",0,0,0,0,8,0,0,0,8,0,1,"16N",696978.02376229,5059017.1331233
"439",536,590,"Cheboygan","7/6/2016",2016,"BENCHMARK:Cheboygan Area Wetland #2",2,0,341,25,10,-84.471486,45.657263,75,"V","Sand",55,89,11,1,50,"percent_cover",0,0,0,0,10,0,0,0,10,0,1,"16N",696992.63859345,5059077.86972381
"440",537,590,"Cheboygan","7/6/2016",2016,"BENCHMARK:Cheboygan Area Wetland #2",3,25,252,25,6,-84.475443,45.656936,65,"V","Sand",45,83.5,16.5,0.5,15,"percent_cover",0,0,0,0,10,0,0,0,10,0,1,"16N",696685.504717939,5059031.81236098
"441",538,590,"Cheboygan","7/6/2016",2016,"BENCHMARK:Cheboygan Area Wetland #2",3,25,252,25,10,-84.476432,45.658371,75,"V","Sand",35,74,26,5,20,"percent_cover",0,0,0,0,20,0,0,0,20,0,1,"16N",696603.428783698,5059188.80863132
"442",539,590,"Cheboygan","8/16/2018",2018,"BENCHMARK:Cheboygan Area Wetland #2",1,0,319,25,6,-84.470697,45.655781,40,"NV","Cly/Snd",60,50,50,10,100,"percent_cover",0,0,0,0,45,0,0,0,45,0,1,"16N",697059.308894365,5058915.16440038
"443",540,590,"Cheboygan","8/16/2018",2018,"BENCHMARK:Cheboygan Area Wetland #2",1,0,319,25,7,-84.47056,45.656257,40,"NV","Sand",20,8,92,3,100,"percent_cover",0,0,0,0,40,0,0,0,40,0,1,"16N",697068.311782622,5058968.38414075
"444",541,590,"Cheboygan","8/16/2018",2018,"BENCHMARK:Cheboygan Area Wetland #2",1,0,319,25,8,-84.470381,45.656716,80,"NV","Cly/Snd",45,70,30,2,100,"percent_cover",0,0,0,0,3,0,0,0,3,0,1,"16N",697080.646288527,5059019.81862364
"445",542,590,"Cheboygan","8/16/2018",2018,"BENCHMARK:Cheboygan Area Wetland #2",2,0,369,7,6,-84.473042,45.655722,30,"NV","Sand",41,0,100,0,100,"percent_cover",0,0,0,0,0,17,0,0,17,0,1,"16N",696876.81819926,5058902.84074142
"446",543,590,"Cheboygan","8/16/2018",2018,"BENCHMARK:Cheboygan Area Wetland #2",2,0,369,7,7,-84.472629,45.6562,50,"NV","Cly/Snd",25,75,25,4,100,"percent_cover",0,0,0,0,0,5,0,0,5,0,1,"16N",696907.318476083,5058956.96110683
"447",544,590,"Cheboygan","8/16/2018",2018,"BENCHMARK:Cheboygan Area Wetland #2",2,0,369,7,8,-84.47215,45.65665,70,"NV","Cly/Snd",35,35,65,25,100,"percent_cover",0,0,0,20,0,0,0,0,0,0,0,"16N",696943.058345136,5059008.13324812
"448",545,590,"Cheboygan","8/16/2018",2018,"BENCHMARK:Cheboygan Area Wetland #2",2,0,369,7,9,-84.471743,45.65711,82,"NV","Or/Si",40,20,80,0.5,100,"percent_cover",0,0,0,35,0,0,0,0,0,0,0,"16N",696973.153173952,5059060.23945627
"449",556,591,"Cheboygan","8/16/2018",2018,"Cheboygan Area Wetland #3",1,10,240,50,6,-84.480011,45.658556,50,"V","Sand",30,66.5,33.5,2,100,"percent_cover",0,0,0,25,0,0,0,0,0,0,0,"16N",696323.956918186,5059200.57926879
"450",557,591,"Cheboygan","8/16/2018",2018,"Cheboygan Area Wetland #3",2,10,133,34,6,-84.478352,45.657063,70,"NV","Sand",20,31,69,15,100,"percent_cover",0,0,0,55,0,0,0,0,0,0,0,"16N",696458.426497303,5059038.7796645
"451",558,591,"Cheboygan","8/16/2018",2018,"Cheboygan Area Wetland #3",2,10,133,34,7,-84.478315,45.657277,75,"NV","Sand",65,0,100,20,85,"percent_cover",0,0,0,30,0,0,0,0,0,0,0,"16N",696460.560257392,5059062.6453865
"452",559,591,"Cheboygan","8/16/2018",2018,"Cheboygan Area Wetland #3",2,10,133,34,8,-84.478144,45.657476,82,"V","Sand",5,99,1,0,100,"percent_cover",0,0,0,35,0,0,0,0,0,0,0,"16N",696473.186028245,5059085.17346574
"453",560,591,"Cheboygan","8/16/2018",2018,"Cheboygan Area Wetland #3",2,10,133,34,9,-84.478033,45.657658,70,"V","Sand",30,55,45,15,75,"percent_cover",0,0,0,30,0,0,0,0,0,0,0,"16N",696481.196787813,5059105.66566492
"454",561,591,"Cheboygan","8/16/2018",2018,"Cheboygan Area Wetland #3",2,10,133,34,10,-84.478012,45.657828,85,"V","Sand",20,35,65,10,85,"percent_cover",0,0,0,60,0,0,0,0,0,0,0,"16N",696482.237894381,5059124.60383041
"455",564,591,"Cheboygan","8/16/2018",2018,"Cheboygan Area Wetland #3",3,6,240,50,10,-84.476856,45.658063,92,"V","Sand",8,80,20,2,100,"percent_cover",0,0,0,4,0,0,0,0,0,0,0,"16N",696571.475104109,5059153.54940064
"456",565,592,"Cheboygan","7/1/2014",2014,"Cheboygan Area Wetland #4",1,32,10,25,4,-84.482456,45.660225,23,"V","Pbl/Cbl",5,85,15,1,95,"percent_cover",0,0,0,1,0,0,0,0,0,0,0,"16N",696127.647062856,5059380.00901301
"457",566,592,"Cheboygan","7/1/2014",2014,"Cheboygan Area Wetland #4",1,32,10,25,5,-84.482368,45.660276,5,"V","Pbl/Cbl",10,85,15,1,25,"percent_cover",0,0,0,0,1,0,0,0,1,0,1,"16N",696134.324369107,5059385.89058685
"458",567,592,"Cheboygan","7/1/2014",2014,"Cheboygan Area Wetland #4",3,21,10,25,4,-84.48148,45.659607,15,"V","Pbl/Cbl",20,85,15,6,90,"percent_cover",0,0,0,0.5,0,0,0,0,0,0,0,"16N",696205.840508958,5059313.74196157
"459",568,592,"Cheboygan","7/1/2014",2014,"Cheboygan Area Wetland #4",3,21,10,25,6,-84.481464,45.659676,1,"V","Sand",1,95,5,1,15,"percent_cover",0,0,0,0,3,0,0,0,3,0,1,"16N",696206.845823549,5059321.44692531
"460",569,613,"Mackinac","7/12/2016",2016,"Steel Creek Wetland",1,225,110,54,10,-84.462502,46.00688,109,"V","Cly/Slt",23,30,70,0,15,"percent_cover",0,0,0,7,0,0,0,0,0,0,0,"16N",696457.811717656,5097942.64847549
"461",573,615,"Mackinac","8/6/2012",2012,"Mill Pond Wetland",3,87,14,50,7,-84.43554,46.005929,2,"V","Cly/Slt",0,60,55,4,2,"percent_cover",0,0,0,1,0,0,0,0,0,0,0,"16N",698548.616966426,5097903.89502116
"462",574,616,"Mackinac","8/6/2012",2012,"Mackinac Creek Wetland",2,365,136,70,7,-84.411025,46.003323,0.5,"V","Cly/Slt",3,20,80,2,2,"percent_cover",0,0,0,0.5,0,0,0,0,0,0,0,"16N",700456.020263642,5097675.80851186
"463",575,616,"Mackinac","8/6/2012",2012,"Mackinac Creek Wetland",3,40,392,25,1,-84.414226,45.998579,0,"Dry","Cly/Slt",0,0,71,1,100,"percent_cover",0,45,0,0,0,0,0,0,0,0,0,"16N",700225.305698584,5097140.67895295
"464",576,616,"Mackinac","8/6/2012",2012,"Mackinac Creek Wetland",3,40,392,25,5,-84.413885,45.998646,0,"Dry","Cly/Slt",0,0,50,20,100,"percent_cover",0,0,0,25,0,1,0,0,1,0,1,"16N",700251.468034253,5097148.98066099
"465",577,616,"Mackinac","7/3/2015",2015,"Mackinac Creek Wetland",1,72,450,0,5,-84.409203,46.004856,28,"V","Cly/Slt",10,54,46,3,100,"percent_cover",0,0,0,3,0,0,0,0,0,0,0,"16N",700591.544375881,5097850.71985026
"466",578,616,"Mackinac","7/3/2015",2015,"Mackinac Creek Wetland",3,42,43,13,4,-84.409491,45.995,46,"V","Cly/Slt",3,55,45,0,100,"percent_cover",0,0,1,0,0,0,0,0,0,0,0,"16N",700604.885146391,5096754.96276863
"467",579,616,"Mackinac","7/20/2017",2017,"Mackinac Creek Wetland",1,173,215,58,6,-84.410292,46.004065,90,"NV","Cly/Slt",25,70,30,5,60,"percent_cover",0,0,0,25,0,0,0,0,0,0,0,"16N",700510.09042596,5097760.09331391
"468",580,616,"Mackinac","7/20/2017",2017,"Mackinac Creek Wetland",1,173,215,58,7,-84.410439,46.003687,100,"NV","Cly/Slt",5,81,19,0,60,"percent_cover",0,0,0,10,0,0,0,0,0,0,0,"16N",700500.075514911,5097717.72603758
"469",581,616,"Mackinac","7/20/2017",2017,"Mackinac Creek Wetland",2,256,282,25,3,-84.414971,46.003803,35,"V","Sand",25,50,30,1,80,"percent_cover",0,0,0,0,0,2,0,0,2,0,1,"16N",700148.769151354,5097719.20757565
"470",582,616,"Mackinac","7/20/2017",2017,"Mackinac Creek Wetland",3,34,158,0,6,-84.41369,45.99859,95,"NV","Cly/Slt",15,79,21,0,90,"percent_cover",0,0,0,20,0,0,0,0,0,0,0,"16N",700266.76934229,5097143.24947828
"471",583,617,"Mackinac","7/12/2014",2014,"Mackinac Bay Wetland",2,130,10,25,9,-84.391864,45.998521,25,"V","Cly/Slt",100,85,15,5,98,"percent_cover",0,0,0,1,0,0,0,0,0,0,0,"16N",701957.042432394,5097190.72781494
"472",584,617,"Mackinac","7/12/2014",2014,"Mackinac Bay Wetland",2,130,10,25,10,-84.391863,45.998538,31,"V","Cly/Slt",100,75,25,2,98,"percent_cover",0,0,0,2,0,0,0,0,0,0,0,"16N",701957.057975966,5097192.61910204
"473",585,629,"Mackinac","7/10/2014",2014,"Ailes Point Area Wetland #3",1,68,60,25,1,-84.351671,45.987687,0,"Dry","Cly/Slt",70,70,30,15,95,"percent_cover",0,0,2,0,0,0,0,0,0,0,0,"16N",705109.297427558,5096089.80445488
"474",586,629,"Mackinac","7/10/2014",2014,"Ailes Point Area Wetland #3",2,190,55,25,5,-84.351085,45.986667,26,"V","Cly/Slt",60,75,25,7,100,"percent_cover",0,0,0,0,0,0,10,0,0,0,0,"16N",705158.451898251,5095977.98968091
"475",587,629,"Mackinac","7/10/2014",2014,"Ailes Point Area Wetland #3",3,190,45,25,5,-84.350987,45.985982,23,"V","Cly/Slt",50,60,40,2,98,"percent_cover",0,0,0,0,0,0,3,0,0,0,0,"16N",705168.574152644,5095902.1369279
"476",588,630,"Mackinac","6/23/2011",2011,"Ailes Point Area Wetland #2",1,13,190,0,2,-84.362723,45.99458,10,"V","Sand",1,0,5,90,5,"percent_cover",0,0,0,0,0,0.5,0,0,0.5,0,1,"16N",704227.984793526,5096827.22112219
"477",589,630,"Mackinac","6/23/2011",2011,"Ailes Point Area Wetland #2",1,13,190,0,3,-84.362698,45.994512,15,"V","Sand",1,0,10,5,95,"percent_cover",0,0,0,0,0,0.5,0,0,0.5,0,1,"16N",704230.171028618,5096819.73027243
"478",590,630,"Mackinac","6/23/2011",2011,"Ailes Point Area Wetland #2",1,13,190,0,4,-84.362628,45.994395,17,"V","Sand",1.5,0,30,1,100,"percent_cover",0,0,0,0,0,0.5,0,0,0.5,0,1,"16N",704236.022319612,5096806.91084107
